Company/Brand,Sector,Stage,Amount,What_it_does,Founded,Stage_of_funding
Vedic Cosmeceuticals,Cosmetics,Series A,32000000.0,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,2002.0,Early Traction
Juspay,FinTech,Series C,60000000.0,Enable frictionless payments for the billion Indians.,2012.0,Scaling
TranZact,Information Technology & Services,Series A,7000000.0,A mission to digitize millions of Indian SMEs so they can grow better.,2017.0,Early Traction
Atomberg,Consumer Electronics,Series A,20000000.0,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,2012.0,Early Traction
Ola,Mobility,Series A,500000000.0,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",2010.0,Early Traction
Mohalla Tech,Social media,Series G,266000000.0,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",2015.0,Scaling
Stack,Financial Services,Seed funding,4500000.0,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,2020.0,Validation
PropReturns,Real Estate,Series A,1200000.0,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,2020.0,Early Traction
WeSkill,E-learning,Pre-Seed funding,4000000.0,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,2020.0,Ideation
Fitpage,"Health, Wellness & Fitness",Series A,300000.0,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",2020.0,Early Traction
ShopMyLooks,Digital platform,Series A,200000.0,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,2021.0,Early Traction
ByteLearn,E-learning,Seed funding,9500000.0,AI powered teaching assistant for 100 Mn teachers across the world,2021.0,Validation
Dista,Computer Software,Seed funding,1200000.0,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,2017.0,Validation
OfBusiness,Financial Services,Series A,325000000.0,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.",2015.0,Early Traction
Bizongo,B2B Ecommerce,Series D,100000000.0,izongo is India’s largest B2B platform for made-to-order products.,2015.0,Scaling
FRND,Online Media,Series A,6500000.0,FRND is an audio dating app for Bharat,2019.0,Early Traction
Metadome,Computer Software,Series A,4000000.0,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.",2017.0,Early Traction
Keka HR,Information Technology & Services,Series A,1600000.0,Keka is a simple and intuitive HR software unlike the traditional HR systems.,2014.0,Early Traction
The Gourmet Jar,Food & Beverages,Series A,150000.0,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",2012.0,Early Traction
Flo Mobility,Industrial Automation,Series A,400000.0,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",2019.0,Early Traction
Yodacart,E-commerce,Pre-Seed funding,225000.0,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,2019.0,Ideation
TheHouseMonk,Real Estate,Series A,5000000.0,A complete property management software platform for team&customers.,2019.0,Early Traction
Zepto,E-commerce,Series A,100000000.0,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",2021.0,Early Traction
Sirona Hygiene,"Health, Wellness & Fitness",Series A,10000000.0,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",2015.0,Early Traction
Jumbotail,B2B Ecommerce,Series C,85000000.0,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",2015.0,Scaling
Captain Fresh,Logistics & Supply Chain,Series B,40000000.0,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,2019.0,Scaling
Deciwood,Consumer Electronics,Series A,200000.0,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",2018.0,Early Traction
Kohbee,E-learning,Pre-Seed funding,235000.0,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.",2019.0,Ideation
Perfora,Consumer Goods,Pre-Seed funding,260000.0,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",2021.0,Ideation
Unbox Robotics,Logistics & Supply Chain,Series A,7000000.0,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,2019.0,Early Traction
Ninety One,Consumer Goods,Series A,30000000.0,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",2015.0,Early Traction
Gobillion,Social commerce,Seed funding,2900000.0,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,2020.0,Validation
RIPPLR,Logistics & Supply Chain,Series B,12000000.0,India’s first Plug-n-Play distribution ecosystem for brands,2019.0,Scaling
SK Finance,Financial Services,Series F,53000000.0,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,1994.0,Scaling
Eggoz,Food & Beverages,Series A,3500000.0,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,2017.0,Early Traction
Fabriclore,Apparel & Fashion,Series A,700000.0,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.",2016.0,Early Traction
Veefin,Information Technology & Services,Series A,3000000.0,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",2010.0,Early Traction
Verandah,Apparel & Fashion,Seed funding,1000000.0,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,2011.0,Validation
Karkinos Healthcare,Hospital & Health Care,Series A,4000000.0,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",2020.0,Early Traction
OWO Technologies,Food & Beverages,Seed funding,3000000.0,An ecommerce startup offering online beverages and packaged drinking water,2020.0,Validation
EsportsXO,Mobile Games,Seed funding,1100000.0,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,2020.0,Validation
Zorgers,Hospital & Health Care,Series A,4000000.0,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,2013.0,Early Traction
BangDB,Computer Software,Series A,4000000.0,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,2015.0,Early Traction
Neobank Jupiter,Banking,Series C,86000000.0,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,2019.0,Scaling
Skippi Ice Pops,Food Production,Series A,130000.0,India's First Icepops Brand,2021.0,Early Traction
Glii,Dating,Seed funding,10000.0,India’s finest dating companionship application,2020.0,Validation
GlobalBees,E-commerce,Series B,111000000.0,Globalbees partners with entrepreneurs who have built an online-first business.,2021.0,Scaling
Mamaearth,"Health, Wellness & Fitness",Series A,37000000.0,Baby and mother care brand,2016.0,Early Traction
SecureNow,Insurance,Series B,6000000.0,SecureNow is an award winning tech-enabled insurance intermediary.,2011.0,Scaling
Vendor Infra,Construction,Series A,265000.0,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",2019.0,Early Traction
Hakuna Matata,Information Technology & Services,Series A,1000000.0,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,2006.0,Early Traction
OneCard,Financial Services,Series A,76000000.0,"India's finest and smartest metal credit card, reimagined for the mobile generation.",2019.0,Early Traction
Doubtnut,EdTech,Series B,30000000.0,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.",2016.0,Scaling
Hubhopper,Podcast,Series A,4000000.0,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",2015.0,Early Traction
Infra.Market,Construction,Series C,100000000.0,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,2016.0,Scaling
Comofi Medtech,HeathTech,Series A,200000.0,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",2017.0,Early Traction
Battery Smart,Battery,Seed funding,1000000.0,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,2019.0,Validation
Kutuki,EdTech,Seed funding,2000000.0,Kutuki is a learning platform focused on children between the ages of three and seven.,2017.0,Validation
Onelife,Healthcare,Series A,4000000.0,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",2019.0,Early Traction
Eupheus,EdTech,Series B,4000000.0,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,2017.0,Scaling
KreditBee,FinTech,Series C,75000000.0,KreditBee is an Instant Personal Loan Platform for Young Professionals.,2018.0,Scaling
Pencil,Content publishing,Series A,1000000.0,Pencil is a content publishing platform that enables writers to publish their work for free.,2019.0,Early Traction
Aisle,Dating,Series A,4000000.0,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,2014.0,Early Traction
